Gene stable ID	Human gene stable ID	Human gene name	Gene name
ENSMMUG00000027127	ENSG00000284499	MIR363	MIR363
ENSMMUG00000064130			
ENSMMUG00000051488			
ENSMMUG00000057787	ENSG00000154864	PIEZO2	PIEZO2
ENSMMUG00000018742	ENSG00000078295	ADCY2	ADCY2
ENSMMUG00000018298	ENSG00000134539	KLRD1	KLRD1
ENSMMUG00000008009	ENSG00000031003	FAM13B	FAM13B
ENSMMUG00000017908	ENSG00000049883	PTCD2	PTCD2
ENSMMUG00000047910	ENSG00000264322	RN7SL448P	Metazoa_SRP
ENSMMUG00000064265	ENSG00000152422	XRCC4	XRCC4
ENSMMUG00000045626	ENSG00000240439	RN7SL91P	Metazoa_SRP
ENSMMUG00000055358			
ENSMMUG00000055143			Metazoa_SRP
ENSMMUG00000027125	ENSG00000284538	MIR92A2	mml-mir-92a-2
ENSMMUG00000056165			
ENSMMUG00000010955	ENSG00000178279	TNP2	TNP2
ENSMMUG00000063793	ENSG00000203411	Metazoa_SRP	Metazoa_SRP
ENSMMUG00000063177	ENSG00000164211	STARD4	STARD4
ENSMMUG00000043026	ENSG00000186204	CYP4F12	CYP4F2
ENSMMUG00000011549	ENSG00000170619	COMMD5	COMMD5
ENSMMUG00000014090	ENSG00000153922	CHD1	CHD1
ENSMMUG00000060966			
ENSMMUG00000051629			
ENSMMUG00000052031			
ENSMMUG00000050759			Metazoa_SRP
ENSMMUG00000028592	ENSG00000284107	MIR19B2	mml-mir-19b-2
ENSMMUG00000004821	ENSG00000166928	MS4A14	MS4A14
ENSMMUG00000034550	ENSG00000271907	SNORA35B	SNORA35B
ENSMMUG00000052811			
ENSMMUG00000064674			
ENSMMUG00000052088			Metazoa_SRP
ENSMMUG00000002129	ENSG00000144045	DQX1	DQX1
ENSMMUG00000059653			
ENSMMUG00000026100	ENSG00000202434		
ENSMMUG00000064158			
ENSMMUG00000027090	ENSG00000284567	MIR223	mml-mir-223
ENSMMUG00000050432	ENSG00000258102	MAP1LC3B2	MAP1LC3B
ENSMMUG00000050432	ENSG00000140941	MAP1LC3B	MAP1LC3B
ENSMMUG00000026123	ENSG00000212241	Y_RNA	Y_RNA
ENSMMUG00000033048	ENSG00000284043	MIR20B	mml-mir-20b
ENSMMUG00000054450			Metazoa_SRP
ENSMMUG00000052815	ENSG00000239079		
ENSMMUG00000056114			
ENSMMUG00000061348	ENSG00000277771	Metazoa_SRP	Metazoa_SRP
ENSMMUG00000003947	ENSG00000115966	ATF2	ATF2
ENSMMUG00000034465			U3
ENSMMUG00000019383	ENSG00000102271	KLHL4	KLHL4
ENSMMUG00000053326	ENSG00000251712	RNU7-20P	U7
ENSMMUG00000063036			SNORD115
ENSMMUG00000049583	ENSG00000166592	RRAD	RRAD
ENSMMUG00000061211			
ENSMMUG00000060939			
ENSMMUG00000057314	ENSG00000172519	OR10H5	OR10H5
ENSMMUG00000057973			
ENSMMUG00000058498			
ENSMMUG00000064080			
ENSMMUG00000002750	ENSG00000155659	VSIG4	VSIG4
ENSMMUG00000058328	ENSG00000124370	MCEE	
ENSMMUG00000046656	ENSG00000121068	TBX2	TBX2
ENSMMUG00000016941	ENSG00000154252	GAL3ST2	GAL3ST2
ENSMMUG00000052169	ENSG00000184261	KCNK12	KCNK12
ENSMMUG00000064039			
ENSMMUG00000063613			
ENSMMUG00000007534	ENSG00000198901	PRC1	PRC1
ENSMMUG00000011613	ENSG00000167186	COQ7	
ENSMMUG00000060713	ENSG00000213853	EMP2	EMP2
ENSMMUG00000026855			mml-mir-106a
ENSMMUG00000007515			
ENSMMUG00000001858			HNRNPA3
ENSMMUG00000048649	ENSG00000239468	RN7SL569P	Metazoa_SRP
ENSMMUG00000058907			
ENSMMUG00000065294			
ENSMMUG00000052449			
ENSMMUG00000055776			
ENSMMUG00000052191			
ENSMMUG00000061029			
ENSMMUG00000011817	ENSG00000110711	AIP	AIP
ENSMMUG00000029083	ENSG00000168925	CTRB1	CTRB2
ENSMMUG00000029083	ENSG00000168928	CTRB2	CTRB2
ENSMMUG00000065173			Y_RNA
ENSMMUG00000010940	ENSG00000164362	TERT	TERT
ENSMMUG00000005004	ENSG00000198663	C6orf89	C4H6orf89
ENSMMUG00000039101	ENSG00000152684	PELO	PELO
ENSMMUG00000033297	ENSG00000212228		
ENSMMUG00000032341	ENSG00000203952	CCDC160	CCDC160
ENSMMUG00000051914			U7
ENSMMUG00000040054	ENSG00000242560	RN7SL797P	Metazoa_SRP
ENSMMUG00000054103			
ENSMMUG00000052188	ENSG00000155858	LSM11	LSM11
ENSMMUG00000040935	ENSG00000166927	MS4A7	MS4A7
ENSMMUG00000057303	ENSG00000196227	FAM217B	FAM217B
ENSMMUG00000050695			Metazoa_SRP
ENSMMUG00000054947	ENSG00000264423	RN7SL718P	Metazoa_SRP
ENSMMUG00000054947	ENSG00000264352	RN7SL602P	Metazoa_SRP
ENSMMUG00000027146			mml-mir-601
ENSMMUG00000038141	ENSG00000275337	RN7SL680P	Metazoa_SRP
ENSMMUG00000011548	ENSG00000196150	ZNF250	ZNF250
ENSMMUG00000003443	ENSG00000100749	VRK1	VRK1
ENSMMUG00000063406			
ENSMMUG00000055294			
ENSMMUG00000033091	ENSG00000265733	SNORA74C-1	SNORA74
ENSMMUG00000033091	ENSG00000288603	SNORA74C-2	SNORA74
ENSMMUG00000049342	ENSG00000167272	POP5	POP5
ENSMMUG00000056151			
ENSMMUG00000028452	ENSG00000252316	RNY4	Y_RNA
ENSMMUG00000039327			Metazoa_SRP
ENSMMUG00000062495			
ENSMMUG00000052089			
ENSMMUG00000047354			
ENSMMUG00000053577			
ENSMMUG00000053384			
ENSMMUG00000047773	ENSG00000283523	MIR3926-2	MIR3926-2
ENSMMUG00000057873	ENSG00000184811	TRARG1	TRARG1
ENSMMUG00000015986	ENSG00000174807	CD248	CD248
ENSMMUG00000010919	ENSG00000166595	CIAO2B	CIAO2B
ENSMMUG00000049421	ENSG00000199782	SNORD115-9	SNORD115
ENSMMUG00000003396	ENSG00000137693	YAP1	YAP1
ENSMMUG00000006345	ENSG00000148204	CRB2	CRB2
ENSMMUG00000002598	ENSG00000172461	FUT9	FUT9
ENSMMUG00000028083	ENSG00000201882		
ENSMMUG00000003586	ENSG00000178175	ZNF366	ZNF366
ENSMMUG00000012701	ENSG00000154447	SH3RF1	SH3RF1
ENSMMUG00000063000			
ENSMMUG00000002354	ENSG00000187607	ZNF286A	ZNF286A
ENSMMUG00000004877	ENSG00000104824	HNRNPL	HNRNPL
ENSMMUG00000049745	ENSG00000117448	AKR1A1	AKR1A1
ENSMMUG00000052136			
ENSMMUG00000006955	ENSG00000179292	TMEM151A	TMEM151A
ENSMMUG00000028360	ENSG00000201592		
ENSMMUG00000059181			
ENSMMUG00000004748	ENSG00000126804	ZBTB1	ZBTB1
ENSMMUG00000064525			Metazoa_SRP
ENSMMUG00000061305			
ENSMMUG00000033187	ENSG00000252441		
ENSMMUG00000056604			
ENSMMUG00000010056	ENSG00000176774	MAGEB18	MAGEB18
ENSMMUG00000061721			
ENSMMUG00000056418	ENSG00000115520	COQ10B	COQ10B
ENSMMUG00000018568	ENSG00000169967	MAP3K2	MAP3K2
ENSMMUG00000005150	ENSG00000177575	CD163	CD163
ENSMMUG00000020328	ENSG00000154065	ANKRD29	ANKRD29
ENSMMUG00000064189	ENSG00000199251	RNU6-664P	U6
ENSMMUG00000049729			Metazoa_SRP
ENSMMUG00000010044	ENSG00000158526	TSR2	
ENSMMUG00000021005	ENSG00000212126	TAS2R50	TAS2R50
ENSMMUG00000044944	ENSG00000239748	RN7SL795P	Metazoa_SRP
ENSMMUG00000054899			
ENSMMUG00000019378	ENSG00000108953	YWHAE	YWHAE
ENSMMUG00000056161			
ENSMMUG00000022812	ENSG00000127837	AAMP	AAMP
ENSMMUG00000009848	ENSG00000227345	PARG	PARG
ENSMMUG00000003260			
ENSMMUG00000000388	ENSG00000178209	PLEC	PLEC
ENSMMUG00000037513	ENSG00000232030	MAGEB6B	MAGEB6B
ENSMMUG00000008588	ENSG00000170748	RBMXL2	RBMXL2
ENSMMUG00000007997	ENSG00000156531	PHF6	PHF6
ENSMMUG00000014405	ENSG00000204099	NEU4	NEU4
ENSMMUG00000009089	ENSG00000138813	C4orf17	C5H4orf17
ENSMMUG00000028415	ENSG00000200764	Y_RNA	Y_RNA
ENSMMUG00000055327	ENSG00000250305	TRMT9B	TRMT9B
ENSMMUG00000062206			
ENSMMUG00000054053			Metazoa_SRP
ENSMMUG00000051623			Metazoa_SRP
ENSMMUG00000051504	ENSG00000129862	VCY1B	
ENSMMUG00000051504	ENSG00000129864	VCY	
ENSMMUG00000051504	ENSG00000205642	VCX3B	
ENSMMUG00000051504	ENSG00000177504	VCX2	
ENSMMUG00000051504	ENSG00000169059	VCX3A	
ENSMMUG00000051504	ENSG00000182583	VCX	
ENSMMUG00000055325			
ENSMMUG00000003758	ENSG00000170627	GTSF1	GTSF1
ENSMMUG00000037071	ENSG00000222449	RNU6-1140P	U6
ENSMMUG00000010632			FAM81B
ENSMMUG00000064089			
ENSMMUG00000021364	ENSG00000138604	GLCE	GLCE
ENSMMUG00000050399			
ENSMMUG00000001403	ENSG00000174851	YIF1A	YIF1A
ENSMMUG00000019726	ENSG00000153060	TEKT5	TEKT5
ENSMMUG00000020699	ENSG00000188706	ZDHHC9	ZDHHC9
ENSMMUG00000010704	ENSG00000166068	SPRED1	SPRED1
ENSMMUG00000006377	ENSG00000102024	PLS3	PLS3
ENSMMUG00000018757	ENSG00000145912	NHP2	NHP2
ENSMMUG00000014307	ENSG00000138379	MSTN	MSTN
ENSMMUG00000000974	ENSG00000095002	MSH2	MSH2
ENSMMUG00000001861	ENSG00000116044	NFE2L2	NFE2L2
ENSMMUG00000002272	ENSG00000113282	CLINT1	CLINT1
ENSMMUG00000022976	ENSG00000166507	NDST2	NDST2
ENSMMUG00000019469	ENSG00000132825	PPP1R3D	PPP1R3D
ENSMMUG00000061525			Metazoa_SRP
ENSMMUG00000018355	ENSG00000177731	FLII	FLII
ENSMMUG00000061384	ENSG00000149575	SCN2B	SCN2B
ENSMMUG00000054901			
ENSMMUG00000050714	ENSG00000071677	PRLH	PRLH
ENSMMUG00000018924	ENSG00000101413	RPRD1B	RPRD1B
ENSMMUG00000050397	ENSG00000206858	Y_RNA	Y_RNA
ENSMMUG00000058096	ENSG00000237190	CDKN2AIPNL	CDKN2AIPNL
ENSMMUG00000005883	ENSG00000126249	PDCD2L	PDCD2L
ENSMMUG00000038412	ENSG00000171903	CYP4F11	
ENSMMUG00000051933	ENSG00000121075	TBX4	TBX4
ENSMMUG00000031610	ENSG00000120805	ARL1	ARL1
ENSMMUG00000028442	ENSG00000202354	RNY3	Y_RNA
ENSMMUG00000049409	ENSG00000201143	SNORD115-42	SNORD115
ENSMMUG00000020211	ENSG00000163249	CCNYL1	CCNYL1
ENSMMUG00000018670	ENSG00000015592	STMN4	STMN4
ENSMMUG00000051014			
ENSMMUG00000011513	ENSG00000038427	VCAN	VCAN
ENSMMUG00000027349	ENSG00000201098	RNY1	Y_RNA
ENSMMUG00000051347			
ENSMMUG00000015758	ENSG00000126603	GLIS2	GLIS2
ENSMMUG00000021845	ENSG00000169221	TBC1D10B	TBC1D10B
ENSMMUG00000044055			Metazoa_SRP
ENSMMUG00000017125	ENSG00000144909	OSBPL11	OSBPL11
ENSMMUG00000058259			Metazoa_SRP
ENSMMUG00000049864			
ENSMMUG00000042205			
ENSMMUG00000000173	ENSG00000119321	FKBP15	FKBP15
ENSMMUG00000008585	ENSG00000158077	NLRP14	NLRP14
ENSMMUG00000054237	ENSG00000206770	Y_RNA	Y_RNA
ENSMMUG00000017615	ENSG00000140948	ZCCHC14	ZCCHC14
ENSMMUG00000063937			mml-mir-1243
ENSMMUG00000040133	ENSG00000111711	GOLT1B	GOLT1B
ENSMMUG00000050610			
ENSMMUG00000037672	ENSG00000187699	C2orf88	C12H2orf88
ENSMMUG00000055513			
ENSMMUG00000056447			
ENSMMUG00000065078			Y_RNA
ENSMMUG00000013742	ENSG00000132554	RGS22	RGS22
ENSMMUG00000058648			U6
ENSMMUG00000054057			
ENSMMUG00000010484	ENSG00000139436	GIT2	GIT2
ENSMMUG00000040429	ENSG00000213927	CCL27	CCL27
ENSMMUG00000020176	ENSG00000166926	MS4A6E	MS4A6E
ENSMMUG00000051320			
ENSMMUG00000026707	ENSG00000206862	Y_RNA	Y_RNA
ENSMMUG00000060982			
ENSMMUG00000056867			Metazoa_SRP
ENSMMUG00000008123	ENSG00000124215	CDH26	CDH26
ENSMMUG00000043505	ENSG00000115297	TLX2	TLX2
ENSMMUG00000042170			
ENSMMUG00000015792	ENSG00000072952	IRAG1	IRAG1
ENSMMUG00000042048	ENSG00000155660	PDIA4	PDIA4
ENSMMUG00000022825	ENSG00000172831	CES2	CES2
ENSMMUG00000004784	ENSG00000169371	SNUPN	SNUPN
ENSMMUG00000012202	ENSG00000172469	MANEA	MANEA
ENSMMUG00000058940			Metazoa_SRP
ENSMMUG00000002134	ENSG00000177189	RPS6KA3	RPS6KA3
ENSMMUG00000050694	ENSG00000170522	ELOVL6	ELOVL6
ENSMMUG00000044689	ENSG00000240589	RN7SL258P	Metazoa_SRP
ENSMMUG00000059671			
ENSMMUG00000058536			
ENSMMUG00000042541			
ENSMMUG00000033025	ENSG00000212445		
ENSMMUG00000014886	ENSG00000137819	PAQR5	PAQR5
ENSMMUG00000000167	ENSG00000258366	RTEL1	RTEL1
ENSMMUG00000062661			
ENSMMUG00000052358			
ENSMMUG00000061014			
ENSMMUG00000055686			
ENSMMUG00000036834	ENSG00000252205	RNU6-764P	U6
ENSMMUG00000049573			H2AL3P
ENSMMUG00000010773	ENSG00000168653	NDUFS5	
ENSMMUG00000043471	ENSG00000207222	RNU6-456P	U6
ENSMMUG00000058184	ENSG00000170677	SOCS6	SOCS6
ENSMMUG00000006792	ENSG00000113273	ARSB	ARSB
ENSMMUG00000060121			
ENSMMUG00000005876	ENSG00000188778	ADRB3	ADRB3
ENSMMUG00000002651	ENSG00000105953	OGDH	OGDH
ENSMMUG00000057783	ENSG00000278089	SNORD115-7	SNORD115
ENSMMUG00000012094	ENSG00000124839	RAB17	RAB17
ENSMMUG00000056108			
ENSMMUG00000061334			Metazoa_SRP
ENSMMUG00000033136	ENSG00000212219	RNU6-604P	U6
ENSMMUG00000064857			
ENSMMUG00000019242	ENSG00000167972	ABCA3	ABCA3
ENSMMUG00000054258			Metazoa_SRP
ENSMMUG00000021846	ENSG00000103067	ESRP2	ESRP2
ENSMMUG00000063159	ENSG00000188389	PDCD1	PDCD1
ENSMMUG00000054463			
ENSMMUG00000002539	ENSG00000176148	TCP11L1	TCP11L1
ENSMMUG00000002536	ENSG00000157782	CABP1	CABP1
ENSMMUG00000060575	ENSG00000187840	EIF4EBP1	EIF4EBP1
ENSMMUG00000053844	ENSG00000131724	IL13RA1	IL13RA1
ENSMMUG00000048666	ENSG00000239279	RN7SL184P	Metazoa_SRP
ENSMMUG00000017377	ENSG00000130021	PUDP	PUDP
ENSMMUG00000002629	ENSG00000168925	CTRB1	
ENSMMUG00000002629	ENSG00000168928	CTRB2	
ENSMMUG00000006221	ENSG00000117450	PRDX1	PRDX1
ENSMMUG00000022285	ENSG00000112246	SIM1	SIM1
ENSMMUG00000050821	ENSG00000253084	RNU6-840P	U6
ENSMMUG00000049974	ENSG00000207957	MIR105-1	mml-mir-105-1
ENSMMUG00000002127	ENSG00000115289	PCGF1	PCGF1
ENSMMUG00000061461			
ENSMMUG00000064311			
ENSMMUG00000044123	ENSG00000188408	MAGEB5	MAGEB5
ENSMMUG00000020923	ENSG00000083312	TNPO1	TNPO1
ENSMMUG00000017721	ENSG00000106648	GALNTL5	GALNTL5
ENSMMUG00000016080	ENSG00000170631	ZNF16	ZNF16
ENSMMUG00000000358	ENSG00000043143	JADE2	JADE2
ENSMMUG00000037475			
ENSMMUG00000030298			
ENSMMUG00000050649			
ENSMMUG00000065012	ENSG00000206820	RNU1-138P	U1
ENSMMUG00000035552	ENSG00000252328	Vault	Vault
ENSMMUG00000021130	ENSG00000164197	RNF180	RNF180
ENSMMUG00000020774	ENSG00000147955	SIGMAR1	SIGMAR1
ENSMMUG00000011038	ENSG00000180340	FZD2	FZD2
ENSMMUG00000032672	ENSG00000211583	MIR767	mml-mir-767
ENSMMUG00000020614	ENSG00000103274	NUBP1	NUBP1
ENSMMUG00000002805	ENSG00000089472	HEPH	HEPH
ENSMMUG00000001233	ENSG00000086200	IPO11	IPO11
ENSMMUG00000031238	ENSG00000101331	CCM2L	CCM2L
ENSMMUG00000006499	ENSG00000262246	CORO7	CORO7
ENSMMUG00000007283	ENSG00000198130	HIBCH	HIBCH
ENSMMUG00000062879			
ENSMMUG00000050046			Metazoa_SRP
ENSMMUG00000004153	ENSG00000149311	ATM	ATM
ENSMMUG00000054684			U6
ENSMMUG00000013675	ENSG00000129691	ASH2L	ASH2L
ENSMMUG00000002768	ENSG00000134986	NREP	NREP
ENSMMUG00000017378	ENSG00000101846	STS	STS
ENSMMUG00000026050			
ENSMMUG00000058280			
ENSMMUG00000063207			
ENSMMUG00000000744	ENSG00000073598	FNDC8	FNDC8
ENSMMUG00000010489	ENSG00000144381	HSPD1	HSPD1
ENSMMUG00000020177	ENSG00000110079	MS4A4A	MS4A4A
ENSMMUG00000059205			Metazoa_SRP
ENSMMUG00000033527			
ENSMMUG00000054631			
ENSMMUG00000028336	ENSG00000199814	RNU6-1260P	U6
ENSMMUG00000064043			
ENSMMUG00000013135	ENSG00000101955	SRPX	SRPX
ENSMMUG00000054320	ENSG00000199970	SNORD115-3	SNORD115
ENSMMUG00000064934	ENSG00000128519	TAS2R16	TAS2R16
ENSMMUG00000035762	ENSG00000252491	RNU1-142P	U1
ENSMMUG00000029785	ENSG00000248905	FMN1	FMN1
ENSMMUG00000049021	ENSG00000244618	RN7SL334P	Metazoa_SRP
ENSMMUG00000049702	ENSG00000207818	MIR105-2	mml-mir-105-2
ENSMMUG00000005884	ENSG00000126261	UBA2	UBA2
ENSMMUG00000040390	ENSG00000167193	CRK	CRK
ENSMMUG00000051578			Metazoa_SRP
ENSMMUG00000001205	ENSG00000198677	SKIC3	SKIC3
ENSMMUG00000058365			Metazoa_SRP
ENSMMUG00000053447	ENSG00000264251	RN7SL819P	Metazoa_SRP
ENSMMUG00000064290			
ENSMMUG00000060020	ENSG00000184924	PTRHD1	PTRHD1
ENSMMUG00000012428	ENSG00000147869	CER1	CER1
ENSMMUG00000034453	ENSG00000222890	RNU6-1068P	U6
ENSMMUG00000021131	ENSG00000186479	RGS7BP	RGS7BP
ENSMMUG00000055444			
ENSMMUG00000008440	ENSG00000244234	GMCL2	GMCL2
ENSMMUG00000049782			
ENSMMUG00000061603			
ENSMMUG00000050532			U2
ENSMMUG00000034506	ENSG00000252486	Y_RNA	Y_RNA
ENSMMUG00000065176			
ENSMMUG00000059342			
ENSMMUG00000003158	ENSG00000141314	RHBDL3	RHBDL3
ENSMMUG00000041485			
ENSMMUG00000065205			
ENSMMUG00000040566	ENSG00000202249	RNU5E-5P	U5
ENSMMUG00000054328	ENSG00000268089	GABRQ	GABRQ
ENSMMUG00000019688	ENSG00000168374	ARF4	
ENSMMUG00000006950	ENSG00000174871	CNIH2	CNIH2
ENSMMUG00000065009			
ENSMMUG00000016082			ZNF252
ENSMMUG00000000108	ENSG00000123338	NCKAP1L	NCKAP1L
ENSMMUG00000002535	ENSG00000121690	DEPDC7	DEPDC7
ENSMMUG00000053574			
ENSMMUG00000006268	ENSG00000160593	JAML	JAML
ENSMMUG00000021357	ENSG00000132846	ZBED3	ZBED3
ENSMMUG00000015274	ENSG00000160271	RALGDS	RALGDS
ENSMMUG00000058545	ENSG00000207395	Y_RNA	Y_RNA
ENSMMUG00000003996	ENSG00000197451	HNRNPAB	HNRNPAB
ENSMMUG00000016657			PPP4R3C
ENSMMUG00000015047	ENSG00000180336	MEIOC	MEIOC
ENSMMUG00000025698	ENSG00000201806	RNU4-8P	U4
ENSMMUG00000053121			
ENSMMUG00000017495	ENSG00000112312	GMNN	GMNN
ENSMMUG00000058782	ENSG00000276213	Metazoa_SRP	Metazoa_SRP
ENSMMUG00000005193	ENSG00000049656	CLPTM1L	CLPTM1L
ENSMMUG00000008303	ENSG00000165704	HPRT1	HPRT1
ENSMMUG00000057440	ENSG00000238295		
ENSMMUG00000056063			
ENSMMUG00000060564			
ENSMMUG00000061260			
ENSMMUG00000037596	ENSG00000206819	RNU6-260P	U6
ENSMMUG00000064175			SNORD115
ENSMMUG00000057958			
ENSMMUG00000016410	ENSG00000107897	ACBD5	ACBD5
ENSMMUG00000002630	ENSG00000050820	BCAR1	BCAR1
ENSMMUG00000058990			
ENSMMUG00000013530	ENSG00000110077	MS4A6A	MS4A6A
ENSMMUG00000035819			U6
ENSMMUG00000061008			
ENSMMUG00000051706	ENSG00000228486	C2orf92	C13H2orf92
ENSMMUG00000010169	ENSG00000176225	RTTN	RTTN
ENSMMUG00000003119	ENSG00000166164	BRD7	BRD7
ENSMMUG00000010092	ENSG00000104228	TRIM35	TRIM35
ENSMMUG00000054845			
ENSMMUG00000026312	ENSG00000199366	Y_RNA	Y_RNA
ENSMMUG00000055743			
ENSMMUG00000056053			
ENSMMUG00000000751	ENSG00000073536	NLE1	NLE1
ENSMMUG00000023136	ENSG00000176024	ZNF613	ZNF613
ENSMMUG00000059063			
ENSMMUG00000012426	ENSG00000175893	ZDHHC21	ZDHHC21
ENSMMUG00000032903	ENSG00000212160	RNU6-205P	U6
ENSMMUG00000050965			
ENSMMUG00000014197	ENSG00000100523	DDHD1	DDHD1
ENSMMUG00000000522	ENSG00000105258	POLR2I	POLR2I
ENSMMUG00000053472			
ENSMMUG00000045049			
ENSMMUG00000050809	ENSG00000273566	Metazoa_SRP	Metazoa_SRP
ENSMMUG00000053575			Metazoa_SRP
ENSMMUG00000036603	ENSG00000238961	SNORA47	SNORA47
ENSMMUG00000008502	ENSG00000018510	AGPS	AGPS
ENSMMUG00000065336	ENSG00000264519	RN7SL596P	Metazoa_SRP
ENSMMUG00000061434			
ENSMMUG00000056735	ENSG00000145331	TRMT10A	TRMT10A
ENSMMUG00000018925	ENSG00000198959	TGM2	TGM2
ENSMMUG00000013514	ENSG00000183955	KMT5A	KMT5A
ENSMMUG00000004227	ENSG00000105245	NUMBL	NUMBL
ENSMMUG00000053812			Metazoa_SRP
ENSMMUG00000016084	ENSG00000182307	C8orf33	C8H8orf33
ENSMMUG00000017574	ENSG00000174460	ZCCHC12	ZCCHC12
ENSMMUG00000055418			Metazoa_SRP
ENSMMUG00000057651	ENSG00000163251	FZD5	FZD5
ENSMMUG00000057900			
ENSMMUG00000025758	ENSG00000199894		
ENSMMUG00000025758	ENSG00000199231		
ENSMMUG00000014424	ENSG00000066777	ARFGEF1	ARFGEF1
ENSMMUG00000022919	ENSG00000165209	STRBP	STRBP
ENSMMUG00000060474	ENSG00000143252	SDHC	
ENSMMUG00000007255	ENSG00000166963	MAP1A	MAP1A
ENSMMUG00000015950	ENSG00000132763	MMACHC	MMACHC
ENSMMUG00000055211	ENSG00000197566	ZNF624	
ENSMMUG00000004604	ENSG00000214655	ZSWIM8	ZSWIM8
ENSMMUG00000056730	ENSG00000137168	PPIL1	PPIL1
ENSMMUG00000056241	ENSG00000103066	PLA2G15	PLA2G15
ENSMMUG00000021765	ENSG00000108479	GALK1	GALK1
ENSMMUG00000042352	ENSG00000134548	SPX	SPX
ENSMMUG00000061049			
ENSMMUG00000009133	ENSG00000108384	RAD51C	RAD51C
ENSMMUG00000012238	ENSG00000178234	GALNT11	GALNT11
ENSMMUG00000056182			
ENSMMUG00000052383			
ENSMMUG00000016547	ENSG00000115540	MOB4	HSPE1
ENSMMUG00000063704	ENSG00000200680	SNORD115-4	SNORD115
ENSMMUG00000050412			
ENSMMUG00000009849	ENSG00000140961	OSGIN1	OSGIN1
ENSMMUG00000018653	ENSG00000171345	KRT19	KRT19
ENSMMUG00000035086	ENSG00000223336	RNU2-6P	U2
ENSMMUG00000016103	ENSG00000177971	IMP3	IMP3
ENSMMUG00000020838	ENSG00000084676	NCOA1	NCOA1
ENSMMUG00000015049	ENSG00000180329	CCDC43	CCDC43
ENSMMUG00000021480	ENSG00000141452	RMC1	RMC1
ENSMMUG00000053946			U6
ENSMMUG00000063059			Metazoa_SRP
ENSMMUG00000044994	ENSG00000266828	RN7SL712P	Metazoa_SRP
ENSMMUG00000000979	ENSG00000206053	JPT2	JPT2
ENSMMUG00000018332	ENSG00000171262	FAM98B	FAM98B
ENSMMUG00000057704			Metazoa_SRP
ENSMMUG00000064953	ENSG00000173598	NUDT4	NUDT4
ENSMMUG00000064953	ENSG00000177144	NUDT4B	NUDT4
ENSMMUG00000024942	ENSG00000200176	RNU1-19P	U1
ENSMMUG00000037537	ENSG00000200250	RNU6-1147P	U6
ENSMMUG00000054513			
ENSMMUG00000014887	ENSG00000137807	KIF23	KIF23
ENSMMUG00000054076			
ENSMMUG00000057571			
ENSMMUG00000056638			Metazoa_SRP
ENSMMUG00000011106	ENSG00000114520	SNX4	SNX4
ENSMMUG00000021361	ENSG00000164253	WDR41	WDR41
ENSMMUG00000050443			
ENSMMUG00000050056			
ENSMMUG00000055906	ENSG00000180772	AGTR2	AGTR2
ENSMMUG00000058739			U7
ENSMMUG00000057220			
ENSMMUG00000002125	ENSG00000179528	LBX2	LBX2
ENSMMUG00000005493	ENSG00000172663	TMEM134	TMEM134
ENSMMUG00000061715	ENSG00000181626	ANKRD62	ANKRD62
ENSMMUG00000020786	ENSG00000205143	ARID3C	ARID3C
ENSMMUG00000019170	ENSG00000126822	PLEKHG3	PLEKHG3
ENSMMUG00000016106	ENSG00000173548	SNX33	SNX33
ENSMMUG00000054014			
ENSMMUG00000003918	ENSG00000189186	DCAF8L2	DCAF8L1
ENSMMUG00000008587			CAMK2D
ENSMMUG00000059058			Metazoa_SRP
ENSMMUG00000021545	ENSG00000115085	ZAP70	ZAP70
ENSMMUG00000049744	ENSG00000278724	Metazoa_SRP	Metazoa_SRP
ENSMMUG00000058639			
ENSMMUG00000042630	ENSG00000188011	RTP5	RTP5
ENSMMUG00000005517	ENSG00000138792	ENPEP	ENPEP
ENSMMUG00000060318			Metazoa_SRP
ENSMMUG00000050085			Metazoa_SRP
ENSMMUG00000061818	ENSG00000166676	TVP23A	TVP23A
ENSMMUG00000002371	ENSG00000197879	MYO1C	MYO1C
ENSMMUG00000051090	ENSG00000111701	APOBEC1	APOBEC1
ENSMMUG00000039292			
ENSMMUG00000059145			
ENSMMUG00000031202	ENSG00000174903	RAB1B	RAB1B
ENSMMUG00000008113	ENSG00000178385	PLEKHM3	PLEKHM3
ENSMMUG00000016603			
ENSMMUG00000026243	ENSG00000207033	RNU6-154P	U6
ENSMMUG00000034712	ENSG00000202528	RNU6-650P	U6
ENSMMUG00000059828			Metazoa_SRP
ENSMMUG00000058301			SNORD115
ENSMMUG00000031493	ENSG00000150977	RILPL2	RILPL2
ENSMMUG00000011407			
ENSMMUG00000020634	ENSG00000276380	UBE2NL	UBE2N
ENSMMUG00000062861			
ENSMMUG00000022849	ENSG00000177689	MAGEB10	MAGEB10
ENSMMUG00000063816	ENSG00000243333	RN7SL174P	Metazoa_SRP
ENSMMUG00000044736	ENSG00000142279	WTIP	WTIP
ENSMMUG00000009144	ENSG00000185942	NKAIN3	NKAIN3
ENSMMUG00000062417			Metazoa_SRP
ENSMMUG00000020700	ENSG00000156697	UTP14A	UTP14A
ENSMMUG00000005854	ENSG00000124772	CPNE5	CPNE5
ENSMMUG00000057063	ENSG00000268104	SLC6A14	SLC6A14
ENSMMUG00000062063	ENSG00000197172	MAGEA6	
